,ph,Temperature,Humidity,Density,Electrical Conductivity,N,P,K,Ca,Mg,Particle Width,Particle Spacing,Cotton Crop,Grain Surface
1523,0.65682626,0.3908679,0.60336554,0.53677166,0.62161607,0.6671828,0.6996511,0.38601503,0.42429417,0.36558393,0,0,1,2
1524,0.65862024,0.3904238,0.60366267,0.5385596,0.62256896,0.6681127,0.70039445,0.3885402,0.4265444,0.367229,0,0,1,2
1525,0.6604412,0.39007974,0.6037836,0.54023385,0.62362486,0.669177,0.70118266,0.39123723,0.42879233,0.36888435,0,0,1,2
1526,0.6621766,0.38971242,0.60397184,0.5420871,0.6245662,0.67013603,0.7020701,0.3941073,0.43089232,0.3705641,0,0,1,2
1527,0.6638407,0.3893853,0.604175,0.5438672,0.6252784,0.671184,0.7029965,0.3972489,0.4330058,0.37203038,0,0,1,2
1528,0.6654546,0.3888128,0.6042231,0.5455991,0.62595963,0.6721379,0.70381033,0.40035444,0.4353331,0.37329137,0,0,1,2
1529,0.6670462,0.3880104,0.6042485,0.54721767,0.62653524,0.6728887,0.70464224,0.40347958,0.43754917,0.37453854,0,0,1,2
1530,0.66863966,0.38726747,0.604395,0.5487614,0.62704414,0.67360455,0.70550287,0.40659302,0.43975237,0.3757835,0,0,1,2
1531,0.670233,0.38668838,0.60434824,0.5503136,0.6274611,0.6743438,0.70633924,0.409714,0.44199738,0.37704623,0,0,1,2
1532,0.67191404,0.38597018,0.60411406,0.5519501,0.6277099,0.67476684,0.70721054,0.4129254,0.44414422,0.3782551,0,0,1,2
1533,0.6736155,0.38522235,0.60388327,0.5535841,0.6279178,0.6750607,0.70806,0.41617706,0.44621,0.37939188,0,0,1,2
1534,0.6753489,0.38441676,0.6036244,0.5551189,0.62808454,0.6751891,0.7089071,0.4193945,0.44826037,0.38062644,0,0,1,2
1535,0.67698133,0.3835448,0.60325277,0.5566141,0.6282877,0.67526764,0.709794,0.42277727,0.45037135,0.38175625,0,0,1,2
1536,0.6786137,0.3826201,0.60266054,0.5583178,0.628493,0.67505467,0.7105694,0.42621234,0.45236814,0.38279188,0,0,1,2
1537,0.68030095,0.38142818,0.60210377,0.56038177,0.62850153,0.6747471,0.7113511,0.4297041,0.45432067,0.3837835,0,0,1,2
1538,0.6819367,0.38015202,0.6016528,0.5624203,0.6286075,0.6743429,0.7121476,0.433205,0.45627493,0.38482955,0,0,1,2
1539,0.683522,0.37884742,0.60137284,0.564375,0.62872595,0.67380446,0.7129212,0.43675408,0.4581099,0.38599572,0,0,1,2
1540,0.68508154,0.3775876,0.6011315,0.5662445,0.6288567,0.67348325,0.7133182,0.44011232,0.46008205,0.387078,0,0,1,2
1541,0.68661064,0.37640938,0.60073555,0.5679185,0.6290465,0.6732261,0.7136716,0.44345826,0.4620359,0.3881483,0,0,1,2
1542,0.6880771,0.37523305,0.60032517,0.56948334,0.62903774,0.6729166,0.7141129,0.4467918,0.463862,0.38902608,0,0,1,2
1543,0.6894421,0.37410972,0.5999651,0.5708855,0.62885743,0.67252195,0.7146574,0.4501468,0.46531957,0.38980854,0,0,1,2
1544,0.6908146,0.37298808,0.5995895,0.5722572,0.6286582,0.67207825,0.7153146,0.4533748,0.46679732,0.39072606,0,0,1,2
1545,0.6921653,0.37183598,0.5993362,0.57358503,0.628431,0.6715703,0.7162078,0.45644706,0.4680596,0.3916488,0,0,1,2
1546,0.6935289,0.3705555,0.59913605,0.5748592,0.6281137,0.67110854,0.71711594,0.4595322,0.46930972,0.39239326,0,0,1,2
1547,0.6944238,0.36852783,0.5991121,0.57597834,0.62767994,0.6706761,0.71798456,0.46261895,0.47052598,0.39303678,0,0,1,2
1548,0.69504434,0.36638722,0.59902257,0.57708406,0.6273048,0.67019176,0.7188281,0.46587127,0.47145864,0.39359826,0,0,1,2
1549,0.69588554,0.36405352,0.59890884,0.5782866,0.62691355,0.6696742,0.7195039,0.46911085,0.47271204,0.393869,0,0,1,2
1550,0.6966622,0.36156616,0.59882003,0.57958263,0.62644225,0.6692313,0.7201116,0.47228488,0.47392994,0.39410013,0,0,1,2
1551,0.69750106,0.3590099,0.5986996,0.5808842,0.6260004,0.6687372,0.7208173,0.47553623,0.47491705,0.39430243,0,0,1,2
1552,0.69838774,0.35641006,0.5983774,0.582065,0.62542087,0.6681701,0.7214913,0.47888047,0.47580582,0.3944684,0,0,1,2
1553,0.69928265,0.35376817,0.59799105,0.5831817,0.62489915,0.66751283,0.7222689,0.48220378,0.47668225,0.39461786,0,0,1,2
1554,0.70013595,0.35096857,0.5975718,0.58412695,0.62440103,0.6667484,0.72314274,0.48562425,0.47746053,0.39472264,0,0,1,2
1555,0.70097923,0.34806168,0.5970857,0.5849654,0.62382394,0.66573113,0.7239562,0.4888475,0.47830847,0.39476112,0,0,1,2
1556,0.70181733,0.34511858,0.596797,0.58573633,0.6232461,0.66443926,0.7247068,0.49207813,0.47924817,0.39473364,0,0,1,2
1557,0.70265496,0.34217414,0.59673315,0.58652973,0.62255317,0.6629227,0.7253118,0.49535474,0.48014647,0.39467564,0,0,1,2
1558,0.703493,0.33918983,0.59664065,0.5873246,0.62177205,0.66130936,0.7258622,0.49860352,0.48085073,0.39470956,0,0,1,2
1559,0.7042051,0.33635935,0.596406,0.5881527,0.62118095,0.6593987,0.72641045,0.50184005,0.481533,0.3948033,0,0,1,2
1560,0.70480853,0.3338025,0.5961766,0.5889824,0.6206709,0.6574666,0.72693306,0.505183,0.48224026,0.3949007,0,0,1,2
1561,0.7051759,0.3311935,0.5960506,0.58991015,0.62018794,0.65550137,0.7273955,0.50849706,0.48285943,0.3951067,0,0,1,2
1562,0.7054929,0.32852593,0.595812,0.59111655,0.6199089,0.6534115,0.72797847,0.5116636,0.48300713,0.3952591,0,0,1,2
1563,0.70581794,0.32584667,0.59551996,0.59237164,0.6196504,0.65127707,0.72864497,0.51504433,0.48271394,0.3948411,0,0,1,2
1564,0.7061389,0.32316953,0.5952242,0.5936206,0.61934525,0.64918226,0.7292424,0.51841545,0.4825088,0.39432514,0,0,1,2
1565,0.70644426,0.32049677,0.5949261,0.5948761,0.6189409,0.64710563,0.7296805,0.52183706,0.481887,0.39375615,0,0,1,2
1566,0.7067628,0.31782934,0.5946167,0.59619474,0.6183621,0.6448549,0.73023045,0.5253365,0.48122972,0.39312512,0,0,1,2
1567,0.707093,0.31525862,0.5942066,0.59744114,0.61781245,0.64251477,0.7306583,0.529087,0.48035422,0.39239222,0,0,1,2
1568,0.7072444,0.31250545,0.5937343,0.598644,0.6172201,0.6402151,0.7311194,0.5328696,0.47949818,0.3914931,0,0,1,2
1569,0.70744073,0.30961278,0.59326506,0.5998073,0.6165945,0.63791543,0.7316079,0.53663296,0.47857842,0.3905426,0,0,1,2
1570,0.707653,0.30668935,0.59277,0.6009718,0.6159033,0.6355633,0.732186,0.5403009,0.47743273,0.38950548,0,0,1,2
1571,0.70786834,0.30375943,0.5922792,0.6020815,0.6151641,0.6331386,0.7328061,0.54392356,0.47618625,0.3885003,0,0,1,2
1572,0.7080946,0.30081528,0.5917436,0.60314214,0.6143927,0.63056976,0.733497,0.5476474,0.4747053,0.3875501,0,0,1,2
1573,0.70840156,0.29783398,0.5909985,0.60404927,0.61365986,0.62795806,0.7341788,0.55139613,0.47321594,0.38659975,0,0,1,2
1574,0.7087075,0.29497477,0.5899864,0.6050303,0.61300087,0.6253073,0.73486495,0.5548523,0.47174546,0.385708,0,0,1,2
1575,0.70883596,0.2920282,0.5889114,0.6060514,0.6123115,0.6225259,0.7354688,0.5582545,0.4701149,0.3846859,0,0,1,2
1576,0.70868003,0.28906813,0.58786994,0.60705173,0.6115587,0.6197867,0.7360352,0.5613719,0.46866018,0.38376758,0,0,1,2
1577,0.70869017,0.28582594,0.58680135,0.6079916,0.61083364,0.6171013,0.7365531,0.56444705,0.46722236,0.38283667,0,0,1,2
1578,0.7085166,0.2825812,0.58594614,0.6092265,0.6100987,0.6145702,0.73691034,0.56750757,0.4658232,0.38193166,0,0,1,2
1579,0.7081121,0.27941698,0.58508694,0.61050063,0.60929555,0.6123848,0.73698133,0.5703851,0.46441832,0.3811555,0,0,1,2
1580,0.7077411,0.2762687,0.58409107,0.61166805,0.6086073,0.6101028,0.7370496,0.573264,0.46303332,0.38036665,0,0,1,2
1581,0.7073771,0.27302957,0.5828726,0.61308026,0.6080413,0.6076329,0.7370531,0.57616895,0.46163496,0.37959647,0,0,1,2
1582,0.70708567,0.26988938,0.58150357,0.61432135,0.60758746,0.6048823,0.73693043,0.57913375,0.46025947,0.37884212,0,0,1,2
1583,0.7068153,0.2667787,0.58009857,0.6154321,0.6072819,0.602004,0.7365871,0.58206874,0.4589928,0.37811917,0,0,1,2
1584,0.7065451,0.2636677,0.5786938,0.61654276,0.6069763,0.5990972,0.73618084,0.5849316,0.4578858,0.3771253,0,0,1,2
1585,0.7062747,0.2605568,0.5772535,0.6176631,0.6066864,0.5963165,0.7354865,0.5877501,0.4567557,0.37625104,0,0,1,2
1586,0.7059466,0.25740063,0.5756418,0.61888325,0.6064136,0.5934998,0.7346914,0.5905259,0.45560077,0.3754419,0,0,1,2
1587,0.70560586,0.25428274,0.57401294,0.6199933,0.606132,0.5906908,0.73378754,0.59303635,0.4545925,0.3746481,0,0,1,2
1588,0.705255,0.25119466,0.57243055,0.6210561,0.60583335,0.58785075,0.73299,0.5955288,0.45415664,0.37397096,0,0,1,2
1589,0.7048818,0.24808396,0.57088953,0.62205297,0.60558796,0.5851084,0.73212075,0.5979204,0.4536937,0.3734402,0,0,1,2
1590,0.7045085,0.24500093,0.5687701,0.6229801,0.6056876,0.5821121,0.7311265,0.60035163,0.4530807,0.37291795,0,0,1,2
1591,0.7041354,0.24194476,0.5663266,0.62387365,0.6058554,0.57905495,0.73011,0.6027685,0.45237365,0.3723626,0,0,1,2
1592,0.7037622,0.23889224,0.5638501,0.624668,0.6060304,0.57597154,0.7290426,0.6049525,0.45151258,0.3716849,0,0,1,2
1593,0.7034194,0.23585366,0.561345,0.6253637,0.6062249,0.5728858,0.72785646,0.6070587,0.45061457,0.37091932,0,0,1,2
1594,0.7031081,0.23280516,0.55884266,0.6260569,0.60642177,0.56978077,0.7266425,0.60912365,0.44958922,0.3699145,0,0,1,2
1595,0.70279694,0.22975646,0.5563297,0.62682915,0.6065212,0.56677437,0.72540855,0.6113476,0.4484099,0.36875492,0,0,1,2
1596,0.70248574,0.22670762,0.5538045,0.6276518,0.6066044,0.5641538,0.7238731,0.61342674,0.4472402,0.36765218,0,0,1,2
1597,0.70220995,0.22359334,0.55135894,0.62853956,0.6066777,0.5615195,0.7224621,0.6154407,0.44605783,0.36657912,0,0,1,2
1598,0.7019346,0.22047967,0.54886866,0.6296799,0.60676205,0.5588778,0.72112185,0.61738557,0.4449008,0.36550513,0,0,1,2
1599,0.70165944,0.21736617,0.5463769,0.63081795,0.60684025,0.55622864,0.7197727,0.6192801,0.44375303,0.36442426,0,0,1,2
1600,0.60488313,0.40711373,0.5990462,0.51407975,0.5847415,0.6388641,0.6788852,0.3209895,0.36916435,0.32578942,0,0,1,2
1601,0.6073167,0.4064741,0.5996366,0.51443714,0.58661336,0.64072096,0.6799875,0.32455724,0.37137157,0.3283849,0,0,1,2
1602,0.6097862,0.40579683,0.60023904,0.51475435,0.58846706,0.6424581,0.6811653,0.3281047,0.37356463,0.3309711,0,0,1,2
1603,0.6122618,0.40503705,0.60113704,0.5150539,0.5903265,0.64419234,0.6824562,0.3315787,0.3757123,0.33343568,0,0,1,2
1604,0.6147254,0.40421826,0.6019116,0.51523757,0.59227943,0.6455507,0.68353766,0.3351071,0.37766778,0.33551282,0,0,1,2
1605,0.6172003,0.4033557,0.6024286,0.5153244,0.5944879,0.6469293,0.6845001,0.33859655,0.37959686,0.33751228,0,0,1,2
1606,0.6196755,0.40249327,0.6029452,0.5154112,0.5967112,0.6482714,0.68544406,0.3416711,0.38183254,0.33952653,0,0,1,2
1607,0.62215066,0.40166822,0.6034756,0.51546025,0.5989394,0.6497593,0.6862264,0.3446302,0.38448104,0.34132165,0,0,1,2
1608,0.62463796,0.40080625,0.60393107,0.5156612,0.6009742,0.65142953,0.6870473,0.34753382,0.38718513,0.34307528,0,0,1,2
1609,0.62713975,0.3998733,0.60429037,0.51603484,0.603033,0.65307003,0.6880793,0.35026887,0.38994536,0.34485164,0,0,1,2
1610,0.6296233,0.39885193,0.6046223,0.51664704,0.60507524,0.6546377,0.6891473,0.35312253,0.39263776,0.3466221,0,0,1,2
1611,0.6320309,0.39788702,0.6050421,0.5181179,0.60680395,0.65615493,0.6899958,0.35637617,0.39530876,0.34835514,0,0,1,2
1612,0.6344275,0.3970489,0.6055179,0.5198873,0.60820305,0.65745324,0.6910424,0.35938364,0.3977545,0.3500001,0,0,1,2
1613,0.63677025,0.39624408,0.60587907,0.52158916,0.6095356,0.6586657,0.69227886,0.36196965,0.40030426,0.35130614,0,0,1,2
1614,0.63911444,0.39543152,0.6061731,0.5232619,0.61081535,0.659913,0.6933436,0.36442456,0.40289387,0.3525722,0,0,1,2
1615,0.64145464,0.3951284,0.60588527,0.52486295,0.61207247,0.66118485,0.69437754,0.36678362,0.4054916,0.35390675,0,0,1,2
1616,0.6437888,0.39477468,0.60570467,0.52638984,0.6132944,0.66240114,0.6953724,0.36896703,0.40793163,0.35528773,0,0,1,2
1617,0.6460925,0.3943916,0.60566455,0.527951,0.6143874,0.6636271,0.6962733,0.37127393,0.41033888,0.3567108,0,0,1,2
1618,0.64832777,0.39406788,0.60553813,0.5296302,0.6154168,0.664755,0.6971994,0.37370706,0.41278738,0.358134,0,0,1,2
1619,0.6504706,0.3938386,0.60536087,0.5313406,0.6166401,0.6658058,0.69796234,0.37625766,0.41536802,0.35950416,0,0,1,2
1620,0.6525287,0.39358756,0.60516214,0.5330449,0.61791307,0.6668255,0.6986785,0.37882408,0.41798055,0.36085796,0,0,1,2
1621,0.6544071,0.39334026,0.6050067,0.53474647,0.6191154,0.6677776,0.6994088,0.3813353,0.4202915,0.36213678,0,0,1,2
1622,0.65616,0.39298037,0.6051857,0.53646386,0.6201332,0.66864175,0.7001763,0.38382766,0.42233405,0.3635142,0,0,1,2
1623,0.6579495,0.39258328,0.60551846,0.5383308,0.62111145,0.6695313,0.70096266,0.38632223,0.4245555,0.3651768,0,0,1,2
1624,0.65976095,0.39222825,0.60586375,0.540175,0.62205344,0.6704174,0.7016758,0.38882595,0.42678386,0.36683655,0,0,1,2
1625,0.66155636,0.39203948,0.60615426,0.54206,0.62293816,0.6714192,0.7024629,0.39150423,0.4290167,0.36848965,0,0,1,2
1626,0.6632349,0.3917563,0.60644025,0.5440397,0.6237949,0.67242396,0.70327735,0.39426336,0.43118098,0.37017033,0,0,1,2
1627,0.66487414,0.39154285,0.6066933,0.5459477,0.6246076,0.67342144,0.7041639,0.39711598,0.43339998,0.37170106,0,0,1,2
1628,0.66647905,0.39108512,0.60684884,0.5476632,0.6254521,0.67442405,0.7049664,0.40030757,0.4356546,0.3730593,0,0,1,2
1629,0.6680698,0.39029124,0.60691583,0.5492847,0.62600976,0.6752386,0.7058078,0.40351593,0.43788353,0.3743618,0,0,1,2
1630,0.66966313,0.3895526,0.6070619,0.55082566,0.6265001,0.6759613,0.7066688,0.40663388,0.4400878,0.37561116,0,0,1,2
1631,0.6712565,0.38895184,0.6070472,0.5523828,0.62689555,0.67664444,0.7075269,0.4097667,0.44232598,0.37689832,0,0,1,2
1632,0.67290705,0.3882895,0.60686946,0.5540119,0.6270211,0.6771219,0.70840627,0.41292766,0.44455186,0.37817907,0,0,1,2
1633,0.67464554,0.38751,0.60659754,0.55565196,0.6272084,0.67741215,0.7093557,0.41616803,0.4466415,0.3793511,0,0,1,2
1634,0.6763481,0.3867052,0.60629606,0.55715686,0.62728524,0.6775454,0.71024567,0.41941407,0.4486938,0.38052762,0,0,1,2
1635,0.67797685,0.3858451,0.60597503,0.5585913,0.62747014,0.67763144,0.7110956,0.42290086,0.45086715,0.38165116,0,0,1,2
1636,0.6796115,0.38491577,0.60545886,0.5602675,0.6275874,0.6774397,0.7118213,0.42631945,0.45292023,0.3827242,0,0,1,2
1637,0.6812831,0.38373843,0.6049439,0.56234497,0.6275673,0.67712015,0.71254563,0.42982322,0.45492166,0.38371915,0,0,1,2
1638,0.6828909,0.38243896,0.60453045,0.5643577,0.62761486,0.67675257,0.71330756,0.4333525,0.45687115,0.38478455,0,0,1,2
1639,0.6844307,0.38116166,0.6042323,0.566254,0.62775296,0.67625695,0.7141221,0.43689397,0.45871451,0.38592464,0,0,1,2
1640,0.6859818,0.3799221,0.60388464,0.56802547,0.6280049,0.6758246,0.71467537,0.44033948,0.46059072,0.38701022,0,0,1,2
1641,0.6875391,0.37870938,0.60341537,0.5696374,0.6281627,0.6755814,0.7150804,0.44364628,0.4625363,0.3880806,0,0,1,2
1642,0.6891297,0.3774626,0.60289425,0.5712339,0.6282306,0.67524934,0.71554345,0.44694376,0.46440727,0.38907197,0,0,1,2
1643,0.69065684,0.37620655,0.6025128,0.5726282,0.62805843,0.674863,0.7160789,0.45031047,0.46585405,0.38984787,0,0,1,2
1644,0.69206,0.3749268,0.6022441,0.5739387,0.62783366,0.674457,0.7166512,0.45362586,0.4673462,0.3906505,0,0,1,2
1645,0.69343215,0.3736602,0.60197663,0.575246,0.6276403,0.67398834,0.71747696,0.45672926,0.46862087,0.3915084,0,0,1,2
1646,0.6947051,0.37222415,0.60179776,0.57639134,0.62741977,0.6734538,0.71840703,0.45979217,0.46986347,0.39230418,0,0,1,2
1647,0.6955034,0.3701758,0.60178775,0.57748497,0.62696356,0.6730034,0.7192567,0.46284947,0.4710813,0.39293718,0,0,1,2
1648,0.6964995,0.3679123,0.60167253,0.57858086,0.6265881,0.6725086,0.7200612,0.46594435,0.47219896,0.3935463,0,0,1,2
1649,0.6973154,0.3655771,0.6014744,0.57975125,0.626203,0.67204106,0.7207761,0.46908858,0.47345135,0.3938961,0,0,1,2
1650,0.6981122,0.363116,0.601393,0.58102775,0.62572277,0.6716636,0.72147363,0.4722817,0.4746234,0.3941432,0,0,1,2
1651,0.6989944,0.36055338,0.6012482,0.58229685,0.6252575,0.67119193,0.7222407,0.47541827,0.47562116,0.3943384,0,0,1,2
1652,0.69991094,0.3579436,0.60096437,0.58344907,0.6247104,0.6706255,0.72294766,0.47870383,0.47654942,0.39448413,0,0,1,2
1653,0.70081216,0.35523432,0.60049015,0.58454186,0.62421596,0.6699184,0.7237697,0.48201805,0.4775408,0.394626,0,0,1,2
1654,0.7016421,0.35236275,0.60006106,0.58547574,0.6236926,0.669209,0.72459614,0.4853326,0.478434,0.3948084,0,0,1,2
1655,0.7024744,0.34944025,0.5996317,0.5863576,0.62308824,0.66832906,0.72538316,0.48850155,0.4794084,0.39486694,0,0,1,2
1656,0.7033116,0.34652463,0.59915465,0.5871895,0.62258905,0.66699135,0.726103,0.49167863,0.48028997,0.3948626,0,0,1,2
1657,0.7041521,0.34360212,0.59904903,0.58766365,0.6221575,0.66558695,0.7267533,0.4949363,0.4811757,0.3949198,0,0,1,2
1658,0.70494837,0.3407203,0.59889024,0.5884681,0.6215207,0.66394037,0.72727764,0.49819234,0.48195735,0.39495978,0,0,1,2
1659,0.70553243,0.3379413,0.5986777,0.58930653,0.6210142,0.6620168,0.7278185,0.50142074,0.48267424,0.3950848,0,0,1,2
1660,0.70606506,0.33545026,0.5983765,0.59017026,0.62049735,0.660081,0.7283062,0.50469977,0.48336986,0.39524704,0,0,1,2
1661,0.7064227,0.33285847,0.598169,0.5911184,0.6200033,0.6581394,0.728789,0.5080001,0.4839861,0.39552385,0,0,1,2
1662,0.7067377,0.33018935,0.5979271,0.59232414,0.6196844,0.65612954,0.72934264,0.5111759,0.4842814,0.39579085,0,0,1,2
1663,0.7070348,0.32751557,0.5976683,0.59356904,0.61937827,0.6540431,0.73000705,0.51450974,0.4839791,0.39543402,0,0,1,2
1664,0.70733154,0.324842,0.59740984,0.5948137,0.619026,0.6519123,0.7305175,0.51789254,0.4838864,0.3949006,0,0,1,2
1665,0.7076127,0.32216582,0.59711105,0.5960923,0.6185676,0.64980376,0.73100996,0.5213038,0.4833907,0.39435914,0,0,1,2
1666,0.70789975,0.31950104,0.5967666,0.5974064,0.6180071,0.6475952,0.7315893,0.5247875,0.48286593,0.39370662,0,0,1,2
1667,0.70812094,0.31685668,0.59630775,0.59861535,0.61744434,0.645217,0.73202527,0.5284981,0.48227596,0.39282134,0,0,1,2
1668,0.70831734,0.31399697,0.59588903,0.5997148,0.61680144,0.642943,0.7325037,0.5322771,0.48143947,0.39193207,0,0,1,2
1669,0.70852625,0.3111014,0.59544146,0.60083574,0.6161548,0.6406445,0.73303854,0.5360701,0.48052323,0.39104366,0,0,1,2
1670,0.70874184,0.30817136,0.5949433,0.6019883,0.61543083,0.6382577,0.73369163,0.5397627,0.47934887,0.39001518,0,0,1,2
1671,0.70896006,0.3052382,0.5944456,0.6031319,0.61469615,0.63581586,0.73426765,0.5433643,0.4781276,0.38904577,0,0,1,2
1672,0.7092669,0.30220497,0.5939519,0.60400105,0.61405545,0.63329196,0.73486906,0.5469243,0.47675306,0.38811517,0,0,1,2
1673,0.70957386,0.29914564,0.5932797,0.60495466,0.61336344,0.63071275,0.7355536,0.5506087,0.47528243,0.38720223,0,0,1,2
1674,0.7098809,0.29615116,0.5924786,0.6059293,0.61274475,0.62808,0.7362336,0.55410147,0.47382835,0.38632804,0,0,1,2
1675,0.70977825,0.29299504,0.59165525,0.60683817,0.6120847,0.62536937,0.7368014,0.557382,0.47226375,0.3855217,0,0,1,2
1676,0.70968944,0.28980073,0.59067565,0.6076885,0.6113875,0.6226825,0.73726666,0.5605219,0.47079334,0.38463646,0,0,1,2
1677,0.7097544,0.2864416,0.5896372,0.6085091,0.6106145,0.62001085,0.7377058,0.563627,0.46939376,0.3837057,0,0,1,2
1678,0.70940423,0.28326762,0.588494,0.60916585,0.6098616,0.6174497,0.73799926,0.5666593,0.46799687,0.38284776,0,0,1,2
1679,0.7089952,0.2799896,0.58766234,0.61037534,0.6091616,0.6151682,0.7379965,0.56958115,0.46659222,0.3820718,0,0,1,2
1680,0.7086247,0.27683282,0.58660054,0.6115914,0.6084691,0.6128354,0.73806626,0.5724622,0.46518967,0.38129497,0,0,1,2
1681,0.7083466,0.27381837,0.58520573,0.6128298,0.6079886,0.61028224,0.7380458,0.57526356,0.46384686,0.38054305,0,0,1,2
1682,0.7080739,0.27073565,0.5837795,0.6140386,0.6075149,0.6075593,0.7378334,0.5780694,0.4626171,0.37986466,0,0,1,2
1683,0.70780385,0.2676246,0.58237493,0.6152445,0.6070076,0.604712,0.73746693,0.5809533,0.46138147,0.37917963,0,0,1,2
1684,0.7075336,0.2645139,0.5809701,0.6164432,0.60651547,0.6017765,0.73704463,0.5837815,0.4601504,0.37839922,0,0,1,2
1685,0.7072116,0.26136184,0.5795731,0.61751574,0.60616195,0.5990133,0.73633933,0.58659583,0.45902264,0.37758908,0,0,1,2
1686,0.7068573,0.25818405,0.5779838,0.61856955,0.6058714,0.5962017,0.7354454,0.5892945,0.45787552,0.37676975,0,0,1,2
1687,0.7064842,0.2549935,0.5763753,0.61961466,0.60559666,0.59341115,0.7345095,0.591756,0.45675582,0.37599143,0,0,1,2
1688,0.70611095,0.25180566,0.5748046,0.62058777,0.6053593,0.59065706,0.73363894,0.59423316,0.456122,0.3753187,0,0,1,2
1689,0.70573777,0.24864286,0.57310617,0.62146807,0.6051587,0.5879648,0.7326834,0.5966762,0.45567775,0.37478238,0,0,1,2
1690,0.7053644,0.24548097,0.57117575,0.6223615,0.604984,0.5852423,0.7316645,0.5991229,0.45510572,0.3742406,0,0,1,2
1691,0.7049913,0.24234562,0.568824,0.6232548,0.6051233,0.5821702,0.7306005,0.60160166,0.45440435,0.37361637,0,0,1,2
1692,0.70461804,0.23921378,0.5663281,0.62412435,0.6052942,0.57907206,0.72952026,0.60390747,0.45362177,0.37292257,0,0,1,2
1693,0.70424485,0.23610766,0.56377894,0.6248569,0.6054328,0.5760092,0.7283021,0.60600466,0.45283478,0.372061,0,0,1,2
1694,0.70392114,0.23298502,0.561238,0.6256141,0.6054848,0.5729802,0.72714037,0.6081409,0.4517889,0.37127495,0,0,1,2
1695,0.70360976,0.22986187,0.55869895,0.6263712,0.6055371,0.5700132,0.725962,0.61025,0.4506959,0.37015212,0,0,1,2
1696,0.7033551,0.22670932,0.55616087,0.6271718,0.60560113,0.5673795,0.7244659,0.6122639,0.44949844,0.3690886,0,0,1,2
1697,0.7030796,0.22359537,0.5537792,0.62793875,0.605668,0.5647417,0.7229707,0.61423457,0.4483242,0.36802343,0,0,1,2
1698,0.7028043,0.2204818,0.55128884,0.62907934,0.6057529,0.5620827,0.721474,0.616134,0.44720596,0.36694708,0,0,1,2
1699,0.7025286,0.21739201,0.5487822,0.6302412,0.60581076,0.5594079,0.7199886,0.6180328,0.44605842,0.3658659,0,0,1,2
1700,0.6056778,0.40868986,0.6000717,0.5152078,0.58440304,0.6398321,0.6794368,0.32194468,0.3699134,0.32498968,0,0,1,2
1701,0.6081069,0.4080249,0.6007045,0.5155522,0.586257,0.6418214,0.6805914,0.3255214,0.3720039,0.3275706,0,0,1,2
1702,0.6105384,0.4072775,0.6016635,0.5158905,0.58811015,0.6436542,0.68176776,0.32907835,0.37419492,0.33013386,0,0,1,2
1703,0.6130196,0.40650362,0.60256577,0.5161782,0.5900326,0.64539236,0.6829789,0.33265945,0.3763053,0.33266962,0,0,1,2
1704,0.6155305,0.4056205,0.6032942,0.51638424,0.5921014,0.6470475,0.6842766,0.336128,0.3783533,0.3347086,0,0,1,2
1705,0.6180106,0.40475193,0.6038161,0.5164788,0.5943079,0.64840853,0.6852676,0.33960345,0.3803228,0.33667666,0,0,1,2
1706,0.62048584,0.40388945,0.604333,0.51656556,0.5965167,0.64978933,0.68623525,0.34266347,0.3825194,0.33864403,0,0,1,2
1707,0.62296087,0.40302715,0.6048498,0.5166523,0.5987838,0.6512416,0.6870495,0.3456291,0.3851279,0.3404307,0,0,1,2
1708,0.6254378,0.40217608,0.605295,0.5167218,0.60083,0.65289843,0.6880419,0.3483373,0.38782066,0.3421551,0,0,1,2
1709,0.62793946,0.40122646,0.6056653,0.51702964,0.6027794,0.65464216,0.68915343,0.3509108,0.39050922,0.3438808,0,0,1,2
1710,0.63044244,0.40032297,0.60628927,0.51799273,0.6047217,0.6563608,0.69029105,0.35357395,0.39321655,0.3456375,0,0,1,2
1711,0.6328981,0.3993616,0.6069833,0.5194222,0.60644263,0.6579918,0.6913548,0.356378,0.3958753,0.34735757,0,0,1,2
1712,0.6352859,0.39848235,0.60754013,0.5211749,0.6077591,0.65953815,0.69225174,0.35939097,0.39833555,0.34903502,0,0,1,2
1713,0.6376287,0.3976772,0.607902,0.5228819,0.6090725,0.66085577,0.69345087,0.36215267,0.40087122,0.35045663,0,0,1,2
1714,0.63997,0.39699653,0.6081529,0.52459073,0.6103431,0.6621161,0.69456124,0.36462656,0.40346137,0.35175097,0,0,1,2
1715,0.6423028,0.39665943,0.607945,0.52627945,0.61164415,0.66340715,0.6956034,0.36701763,0.4060879,0.35315052,0,0,1,2
1716,0.64463717,0.39630568,0.6077825,0.52784085,0.61284465,0.6646411,0.69660926,0.36934298,0.40846664,0.35457355,0,0,1,2
1717,0.6469098,0.3960916,0.6076505,0.529397,0.61400473,0.6658324,0.69757044,0.37163943,0.41085148,0.35599673,0,0,1,2
1718,0.64914364,0.3958542,0.60751516,0.53109854,0.6151065,0.66701275,0.6984722,0.3739762,0.41326958,0.35741997,0,0,1,2
1719,0.65132606,0.39561898,0.60738033,0.53282595,0.61626434,0.66811705,0.6992126,0.3765388,0.41587678,0.35877654,0,0,1,2
