classe,Standardabweichung_y,Variance_z,Variance_y,Standardabweichung_z,Effektivwert_x,Mittlere_Absolute_Abweichung_y,Effektivwert_y,Standardabweichung_x,Mittelwert_x,Variance_x,Mittlere_Absolute_Abweichung_x,Mittlere_Absolute_Abweichung_z
1,12241.3,28235300,150000000.0,5311.03,2277.65,10609.2,12251.1,2213.92,535.04,4906340.0,1790.73,4233.08
1,12437.5,25513600,154847000.0,5048.58,2523.58,10978.4,12442.6,2452.01,596.736,6018390.0,1942.76,4042.95
1,12641.4,26098200,159965000.0,5106.08,2840.07,11032.2,12644.4,2762.14,660.736,7637040.0,2256.26,4129.71
1,12536.6,26805600,157324000.0,5174.82,2569.57,11019.9,12542.8,2486.0,649.984,6186390.0,1945.58,4049.41
1,12342.4,30132500,152489000.0,5486.57,3793.01,10752.3,12349.6,3725.3,713.472,13891800.0,3046.13,4462.87
1,12565.7,28779100,158055000.0,5361.93,2842.55,11083.3,12571.0,2781.44,586.24,7744130.0,2203.89,4290.6
1,12172.5,23321900,148319000.0,4826.86,4239.91,10683.4,12186.9,4218.33,427.264,17812100.0,3427.38,3855.5
1,12135.4,29395800,147416000.0,5419.08,3730.98,10634.8,12135.8,3663.27,707.584,13433000.0,2967.77,4235.05
1,12475.6,27358100,155796000.0,5227.88,3832.58,11017.8,12476.4,3779.32,636.672,14297600.0,3048.17,4110.84
1,12912.9,36539400,166911000.0,6041.76,3830.51,11432.0,12913.2,3769.35,681.728,14222300.0,3037.11,4662.85
1,11498.6,31400300,132350000.0,5600.79,4494.01,9883.65,11508.6,4455.94,583.68,19875300.0,3559.26,4481.66
1,10752.9,30972400,115742000.0,5562.51,4825.19,9038.42,10763.2,4795.32,536.064,23018100.0,3921.62,4431.69
1,10833.2,25402300,117475000.0,5037.55,5054.3,9269.18,10846.2,5030.32,491.776,25329500.0,3761.66,3983.2
1,11602.4,29211500,134750000.0,5402.06,5869.15,10081.8,11619.2,5836.47,618.496,34098500.0,4967.85,4264.54
1,11372.7,30273500,129468000.0,5499.39,3958.3,9781.22,11377.0,3906.51,638.208,15276100.0,3201.58,4281.5
1,11367.4,25495000,129347000.0,5046.74,4975.87,9737.24,11374.7,4932.76,653.568,24356500.0,4049.02,3997.18
0,10955.2,20953600,120138000.0,4575.22,3317.88,9307.58,10971.9,3270.08,561.152,10704200.0,2675.87,3583.77
1,11138.6,35745900,124193000.0,5975.8,4201.44,9398.47,11142.3,4141.08,709.632,17165700.0,3317.51,4712.12
1,11973.0,29397700,143496000.0,5419.25,3184.81,10417.9,11978.1,3141.7,522.24,9880150.0,2541.61,4294.45
1,11252.9,23496900,126755000.0,4844.93,4362.9,9603.6,11255.6,4316.39,635.392,18649900.0,3518.42,3866.48
1,11348.9,25427100,128926000.0,5040.0,4167.13,9767.94,11356.9,4140.3,472.064,17159300.0,3404.73,3979.29
1,11612.2,28158300,134978000.0,5303.79,3865.35,10028.9,11620.9,3836.77,469.248,14735500.0,3060.4,4140.44
1,11077.8,27614800,122841000.0,5252.35,4867.12,9410.57,11100.7,4821.47,665.088,23269800.0,3841.12,4091.86
1,11273.0,30410700,127208000.0,5511.83,3534.58,9624.55,11274.4,3491.06,552.96,12199700.0,2726.36,4183.3
0,11007.5,22202800,121286000.0,4709.63,3098.67,9381.3,11012.2,3030.72,645.376,9194430.0,2440.1,3743.73
1,10817.5,21193000,117135000.0,4601.28,3236.15,9155.33,10817.6,3173.06,635.904,10078400.0,2536.74,3668.48
0,10745.5,22932400,115582000.0,4786.38,2850.59,9016.23,10757.4,2802.68,520.448,7862870.0,2270.77,3760.03
0,10809.5,22847500,116963000.0,4777.52,2453.2,9107.29,10817.2,2388.03,561.664,5708410.0,1908.89,3800.22
0,10568.8,24754100,111810000.0,4972.86,2726.17,8871.79,10583.9,2657.27,609.024,7068140.0,2114.43,4055.83
0,11186.0,27056200,125252000.0,5198.96,2535.94,9429.25,11197.7,2469.96,574.72,6106790.0,1955.69,4114.55
0,11126.0,25819800,123912000.0,5078.78,2484.35,9406.45,11128.8,2391.74,672.0,5726130.0,1922.56,4052.56
0,11261.8,27908100,126955000.0,5280.17,2838.62,9416.72,11277.0,2772.91,607.232,7696750.0,2185.56,4269.8
0,10600.8,29600500,112489000.0,5437.92,2232.77,8784.18,10608.1,2155.75,581.376,4651910.0,1726.99,4386.58
0,11182.9,25499800,125183000.0,5047.2,2339.36,9509.1,11188.1,2275.47,542.976,5182940.0,1811.06,4066.3
1,12016.3,26049500,144536000.0,5101.32,2633.89,10413.6,12027.5,2565.34,596.992,6587570.0,2068.64,4058.38
1,11754.5,34511400,138307000.0,5871.7,2558.35,10072.3,11771.9,2490.58,584.96,6209180.0,2036.92,4540.93
1,11489.6,29653800,132143000.0,5442.81,2243.69,9921.63,11499.9,2160.6,604.928,4672880.0,1722.29,4293.39
1,11770.3,26519400,138679000.0,5147.13,2203.53,10143.1,11794.0,2130.34,563.2,4542910.0,1702.5,4144.66
1,11668.7,29658600,136295000.0,5443.24,2522.66,10106.0,11674.4,2433.69,664.064,5928760.0,1934.51,4284.25
0,10931.6,21115800,119619000.0,4592.9,2646.87,9250.82,10936.4,2583.32,576.512,6680240.0,2058.38,3622.42
1,11328.3,24814800,128460000.0,4978.96,2928.22,9662.22,11354.8,2863.04,614.4,8205190.0,2279.01,3815.74
0,10549.7,22941900,111408000.0,4787.37,2746.55,8869.41,10569.0,2680.71,597.76,7193400.0,2134.11,3728.81
0,10361.1,26246300,107459000.0,5120.55,2867.23,8632.64,10369.4,2813.06,554.752,7921200.0,2245.8,3964.09
0,8696.26,16996000,75700600.0,4120.56,2197.53,7134.24,8714.43,2116.97,589.568,4486050.0,1623.71,3225.28
0,9759.97,23913700,95352400.0,4887.72,2442.43,7902.55,9761.5,2352.44,656.896,5539510.0,1851.02,3843.71
0,9076.24,19002800,82460500.0,4357.04,2437.25,7221.27,9103.74,2371.89,560.64,5631500.0,1874.97,3315.91
0,9805.96,18944700,96253100.0,4350.37,2148.75,8012.84,9819.64,2056.58,622.592,4233760.0,1641.18,3436.82
0,10371.1,18066900,107668000.0,4248.4,2252.16,8781.65,10383.3,2169.33,605.184,4710690.0,1747.32,3349.73
0,9790.54,18278700,95950600.0,4273.22,2270.5,8029.83,9792.44,2174.48,653.312,4733110.0,1747.4,3317.42
0,9889.94,20465300,97908800.0,4521.59,2474.7,8178.29,9902.95,2381.57,672.512,5677550.0,1926.34,3471.67
0,10180.2,18498800,103741000.0,4298.88,2461.2,8386.21,10186.9,2385.5,605.696,5696320.0,1898.51,3399.19
0,9855.03,21873100,97218900.0,4674.53,2782.05,8003.16,9874.21,2716.11,602.112,7384650.0,2157.02,3642.77
0,10226.1,22895500,104677000.0,4782.53,2073.44,8505.21,10232.5,1979.53,616.96,3922440.0,1593.32,3752.52
0,9610.64,20049600,92456900.0,4475.44,2896.24,7825.25,9623.83,2836.4,585.728,8053190.0,2255.8,3571.86
0,9845.47,23676000,97030200.0,4863.36,2806.02,8042.68,9854.37,2731.82,641.024,7470320.0,2222.81,3860.36
0,9329.19,20606400,87120800.0,4537.16,2831.99,7705.28,9346.14,2756.33,650.24,7604960.0,2220.86,3579.12
0,8485.37,23195800,72073600.0,4813.79,2928.92,6914.65,8502.16,2862.27,621.312,8200770.0,2265.99,3832.05
0,8304.8,20231300,69038800.0,4495.67,2698.38,6741.27,8320.49,2636.35,575.232,6957310.0,2084.09,3633.27
0,8629.37,24104100,74540500.0,4907.14,2789.12,6829.81,8636.53,2718.33,624.384,7396730.0,2119.5,3856.86
0,7747.21,21767400,60079400.0,4663.23,3021.23,6095.78,7750.43,2928.99,740.864,8587560.0,2337.34,3790.22
0,8719.31,19632700,76102400.0,4428.66,2931.86,7058.89,8732.8,2859.66,646.656,8185850.0,2292.87,3510.95
0,10059.7,24510100,101298000.0,4948.29,3300.47,8300.36,10068.4,3243.46,610.816,10530600.0,2593.14,3893.96
0,9950.25,24654800,99106600.0,4962.88,3044.56,8167.22,9956.14,2988.83,579.84,8942070.0,2344.73,3930.81
2,212.171,278005,45061.5,526.998,765.35,149.742,590.356,438.613,627.2,192574.0,355.405,421.924
2,159.701,274088,25529.8,523.272,681.124,107.907,559.347,345.472,587.008,119470.0,282.091,410.114
2,159.379,255307,25427.2,505.026,706.579,120.248,580.392,346.231,615.936,119996.0,286.878,395.254
2,162.09,261658,26299.4,511.27,694.699,120.455,574.262,350.043,600.064,122653.0,288.387,405.844
2,166.383,277032,27711.2,526.075,684.531,124.67,580.392,341.247,593.408,116566.0,278.64,418.161
2,161.308,243371,26046.2,493.08,676.296,120.144,575.516,335.853,587.008,112910.0,273.811,388.75
2,164.029,251138,26932.3,500.886,672.749,114.926,565.986,347.585,576.0,120937.0,282.496,408.332
2,164.006,259200,26924.9,508.862,681.508,124.517,577.506,345.361,587.52,119393.0,287.201,404.026
2,168.073,259092,28276.7,508.756,682.229,125.479,577.449,341.08,590.848,116452.0,282.708,399.538
2,166.954,266788,27901.6,516.257,660.857,131.906,589.634,343.228,564.736,117923.0,275.807,419.388
2,159.544,258818,25479.7,508.487,695.406,119.46,575.516,333.814,610.048,111543.0,274.863,402.268
2,158.58,256043,25172.9,505.754,702.486,120.308,578.696,336.865,616.448,113592.0,278.893,413.679
2,165.203,260455,27319.4,510.093,695.029,125.366,578.583,341.333,605.44,116625.0,283.878,401.76
2,165.413,274564,27388.9,523.726,661.749,120.742,571.287,331.157,572.928,109775.0,269.187,415.286
2,165.732,263354,27494.7,512.923,689.158,119.377,567.951,346.506,595.712,120187.0,284.457,400.9
2,199.454,324484,39821.7,569.35,715.152,154.341,591.687,389.058,600.064,151518.0,319.267,448.517
0,9767.76,33158800,95504600.0,5755.49,3147.96,8009.04,9773.2,3071.08,691.456,9440960.0,2429.49,4574.74
0,9980.01,24084300,99700200.0,4905.12,3049.79,8078.34,9999.03,2980.61,645.888,8892920.0,2428.7,3732.89
0,10917.9,26611500,119319000.0,5156.05,2753.83,9054.71,10926.2,2683.24,619.52,7206970.0,2086.57,4100.41
0,10197.0,23632800,104084000.0,4858.93,3240.97,8403.97,10204.4,3179.76,626.944,10121000.0,2522.78,3770.31
0,10025.0,18376700,100601000.0,4284.66,2740.49,8351.96,10038.6,2666.18,633.856,7115640.0,2152.89,3363.18
0,10124.1,20177000,102600000.0,4489.63,2528.87,8484.4,10136.6,2430.6,698.112,5913750.0,1953.07,3416.71
0,11123.2,21881200,123849000.0,4675.39,3126.99,9406.71,11130.7,3067.91,604.928,9421520.0,2499.33,3658.21
0,11235.4,21616500,126361000.0,4647.03,2474.99,9612.94,11246.8,2389.37,645.376,5714790.0,1905.41,3587.58
1,11493.0,21901600,132222000.0,4677.58,2649.09,9913.03,11494.1,2554.18,702.72,6530380.0,2047.12,3693.3
0,10735.4,20040100,115365000.0,4474.38,2299.44,9091.33,10736.1,2232.85,549.376,4990620.0,1788.3,3477.49
0,10387.3,20460200,108005000.0,4521.03,2524.65,8606.43,10403.4,2471.49,515.328,6114390.0,1959.49,3628.45
0,9112.07,21834000,83113000.0,4670.35,2389.44,7402.91,9120.5,2290.58,680.192,5252020.0,1810.59,3609.54
0,10654.2,24046300,113625000.0,4901.25,3237.26,9003.64,10667.6,3178.92,611.84,10115600.0,2550.65,3837.49
0,11208.8,21429200,125763000.0,4626.86,2719.08,9580.51,11223.2,2664.99,539.648,7109270.0,2143.05,3669.78
1,11615.6,27937700,135056000.0,5282.97,2538.79,9951.88,11622.4,2481.11,538.112,6162060.0,1980.48,4098.86
0,11504.5,24445500,132485000.0,4941.77,2477.59,9922.47,11511.6,2421.97,521.984,5871830.0,1940.52,3973.03
1,11945.4,29302600,142835000.0,5410.48,3356.94,10293.8,11962.1,3318.61,505.856,11024200.0,2664.67,4264.18
0,11228.2,25418800,126198000.0,5039.19,3089.84,9508.46,11237.8,3024.28,633.088,9155440.0,2441.36,4042.12
1,11851.0,26240000,140587000.0,5119.94,2966.64,10238.9,11853.9,2886.58,684.544,8340700.0,2308.73,4109.19
1,11835.5,26492300,140219000.0,5144.49,2312.59,10231.6,11838.3,2230.11,612.096,4978380.0,1794.86,4041.41
1,12410.9,23211200,154184000.0,4815.39,2626.4,10879.0,12411.9,2561.25,581.376,6566560.0,2042.66,3816.57
1,12718.5,25456500,161923000.0,5042.92,2435.74,11143.0,12722.7,2350.02,640.512,5528120.0,1893.91,4024.67
1,11801.8,25280900,139422000.0,5025.5,2389.04,10237.1,11806.4,2305.24,627.2,5319470.0,1804.13,4024.7
0,11248.7,26080600,126659000.0,5104.36,2537.15,9493.25,11256.8,2457.95,628.992,6047560.0,1990.14,4063.24
0,11301.9,25039000,127861000.0,5001.4,2751.32,9679.9,11309.2,2685.48,598.272,7219030.0,2084.16,4061.73
1,12133.6,30365600,147372000.0,5507.75,2342.5,10456.3,12133.9,2254.69,635.392,5088700.0,1821.24,4478.62
1,12255.5,26648000,150349000.0,5159.59,2017.24,10649.0,12264.4,1940.41,551.424,3768960.0,1545.85,4122.18
1,12363.5,27538600,153009000.0,5245.1,2789.12,10735.1,12365.0,2727.42,583.424,7446250.0,2178.29,4159.34
1,12462.1,28250400,155461000.0,5312.45,2693.47,10900.1,12470.5,2620.46,622.848,6873700.0,2084.58,4188.46
1,12509.3,28126400,156640000.0,5300.78,2879.48,10922.5,12513.8,2830.64,528.128,8020520.0,2273.64,4184.22
1,12389.3,24546000,153648000.0,4951.92,2528.76,10890.6,12390.4,2442.22,655.872,5970410.0,1952.93,3956.55
1,11999.9,38397300,144141000.0,6193.45,3707.12,10542.3,12004.1,3666.8,545.28,13458900.0,2921.16,4621.11
1,12120.1,23558500,147044000.0,4851.29,3124.66,10679.1,12123.9,3074.28,558.848,9460640.0,2389.59,3877.89
1,12300.5,25379100,151453000.0,5035.24,2873.0,10877.4,12303.5,2802.09,634.368,7859560.0,2247.57,3989.77
1,12515.8,29758700,156803000.0,5452.43,3244.48,11036.7,12515.9,3184.39,621.568,10150500.0,2600.96,4304.27
1,12801.4,32060100,164039000.0,5659.33,4786.95,11296.8,12803.5,4755.09,551.424,22633500.0,3921.01,4517.34
1,10746.6,31933200,115604000.0,5648.12,5421.64,9010.0,10758.3,5367.56,763.904,28839500.0,4393.63,4438.1
1,10916.3,34618300,119285000.0,5880.79,5334.45,9124.63,10924.3,5298.95,614.4,28107000.0,4295.37,4648.1
1,11697.2,33410300,136960000.0,5777.27,5469.82,10007.9,11700.8,5453.76,418.816,29773300.0,4605.16,4608.4
1,11640.3,27678500,135632000.0,5258.4,5472.4,10085.1,11641.0,5449.88,495.872,29731000.0,4606.15,4119.04
1,11935.2,28342400,142592000.0,5321.09,3387.81,10409.5,11937.4,3309.27,725.248,10962200.0,2582.87,4133.71
1,11491.9,30205200,132197000.0,5493.18,3926.72,9782.78,11495.8,3902.84,432.384,15247400.0,3266.87,4319.4
1,10988.5,27979900,120869000.0,5286.96,4271.49,9342.77,11020.4,4225.65,624.128,17874000.0,3306.62,4262.12
1,11367.8,27630900,129357000.0,5253.88,3158.88,9841.44,11370.6,3110.83,548.864,9686950.0,2531.47,4166.93
1,12094.4,31187600,146420000.0,5581.79,3836.21,10515.3,12102.6,3804.33,493.568,14487400.0,3102.55,4503.11
1,11513.2,28924200,132686000.0,5375.43,4658.76,9887.29,11523.8,4602.6,721.152,21205200.0,3662.04,4236.54
0,10716.4,24279900,114957000.0,4925.0,3793.86,9085.57,10727.2,3755.51,538.112,14118000.0,3105.99,3951.93
1,10803.4,32479700,116830000.0,5696.24,5643.2,9012.65,10809.6,5616.17,551.68,31572900.0,4495.58,4512.09
1,12086.9,32068300,146241000.0,5660.05,5720.9,10477.7,12087.0,5680.59,677.888,32301400.0,4538.09,4486.44
1,12696.1,31439500,161353000.0,5604.29,3707.4,11197.6,12696.6,3664.88,559.872,13444800.0,2950.21,4482.41
1,11993.1,22783100,143978000.0,4770.78,3562.07,10518.1,11999.9,3516.24,569.6,12376300.0,2776.79,3807.47
1,11826.4,26508900,140003000.0,5146.11,4172.29,10283.0,11830.9,4133.58,567.04,17103600.0,3351.92,4021.1
1,11758.4,24357000,138399000.0,4932.82,3713.42,10267.9,11783.4,3675.23,531.2,13520800.0,2885.98,3870.74
0,11097.1,19698500,123269000.0,4436.08,2723.1,9582.04,11114.9,2668.47,542.72,7127850.0,2160.8,3486.59
0,11065.1,22614600,122559000.0,4753.11,2842.78,9380.5,11069.2,2776.15,611.84,7714740.0,2223.37,3778.27
0,10656.6,19943000,113677000.0,4463.52,2549.77,8975.48,10666.1,2495.92,521.216,6235870.0,2003.15,3560.96
0,10499.1,25449400,110341000.0,5042.22,2795.73,8735.6,10517.3,2743.85,536.064,7536260.0,2120.34,4061.33
0,10686.2,23287600,114310000.0,4823.31,2708.81,8932.94,10698.1,2639.64,608.256,6974670.0,2051.58,3864.58
1,11578.9,26702000,134204000.0,5164.81,2540.43,9851.7,11594.5,2477.74,560.896,6145330.0,1996.81,4100.77
0,11226.3,29704300,126157000.0,5447.44,2845.44,9455.32,11233.6,2773.06,637.696,7697560.0,2144.71,4247.9
0,11076.2,29066000,122806000.0,5388.6,2424.82,9295.98,11085.6,2344.48,619.008,5502090.0,1893.8,4296.61
0,10713.4,31257900,114892000.0,5588.08,2364.52,8870.6,10717.7,2305.95,523.008,5322730.0,1829.63,4432.59
1,11303.3,29062900,127892000.0,5388.31,2297.06,9556.33,11326.5,2197.97,667.392,4835920.0,1743.43,4323.06
1,11522.6,26737400,132904000.0,5168.23,2476.43,9852.38,11529.7,2363.66,738.816,5592470.0,1878.83,4088.37
1,12108.4,31681900,146760000.0,5625.85,2718.02,10449.1,12116.6,2661.39,551.936,7090070.0,2121.58,4502.19
0,11418.4,24416400,130511000.0,4938.82,2508.37,9815.7,11422.7,2456.14,509.184,6038680.0,1938.8,3989.62
1,11663.9,29856700,136182000.0,5461.4,2950.39,9997.37,11678.6,2893.37,577.28,8379950.0,2259.62,4264.09
1,11540.2,24453700,133310000.0,4942.59,2593.13,9892.03,11545.3,2521.71,604.416,6365370.0,1967.4,3923.91
0,11105.5,22822800,123455000.0,4774.93,2378.32,9408.79,11113.9,2303.5,591.872,5311410.0,1849.92,3777.56
0,11071.5,20198200,122700000.0,4491.99,2554.04,9335.33,11083.0,2478.08,618.24,6147050.0,1990.7,3550.82
1,11501.5,26675400,132416000.0,5162.24,2595.23,9875.29,11503.2,2531.02,573.696,6412490.0,2021.45,4042.02
0,10006.0,18349100,100220000.0,4281.45,2763.02,8293.31,10023.0,2706.18,557.568,7330740.0,2159.1,3306.66
0,9249.11,18405300,85631700.0,4288.0,2644.82,7616.49,9252.53,2571.85,616.96,6621030.0,2065.0,3353.11
0,9492.42,18591100,90196200.0,4309.58,2203.53,7831.27,9498.3,2140.0,525.312,4584190.0,1704.06,3379.73
0,8593.34,17686600,73919400.0,4203.44,2639.58,6859.85,8610.6,2566.34,617.472,6592720.0,1994.66,3222.63
0,8787.13,18462800,77291000.0,4294.69,2090.64,7118.14,8795.05,2011.55,569.6,4050400.0,1608.64,3373.67
0,9637.8,18765400,92980300.0,4329.74,2191.49,8026.85,9647.81,2103.6,614.4,4429550.0,1672.91,3402.41
0,9378.99,15669800,88053600.0,3956.53,2289.79,7680.41,9396.48,2193.54,656.896,4816450.0,1770.18,3187.86
0,10423.1,18585000,108750000.0,4308.87,2094.03,8727.44,10429.5,1995.71,634.112,3986840.0,1592.34,3343.96
0,10175.3,17700600,103640000.0,4205.1,2406.07,8408.85,10187.7,2328.32,606.72,5426510.0,1823.97,3361.86
0,10933.9,25270300,119670000.0,5024.45,2456.96,9072.39,10939.1,2382.81,599.04,5683490.0,1895.44,3969.3
0,10299.4,20156100,106183000.0,4487.31,2553.72,8589.13,10307.6,2489.68,568.32,6204700.0,1977.56,3554.8
0,10142.7,22327800,102977000.0,4722.87,2364.93,8384.8,10150.5,2286.66,603.392,5234060.0,1839.18,3719.97
0,9453.88,21186200,89465400.0,4600.54,3091.31,7646.88,9474.53,3039.1,565.76,9245360.0,2402.81,3671.16
0,9541.2,22466300,91125600.0,4737.49,2681.82,7793.24,9559.45,2604.09,641.024,6788060.0,2078.45,3809.29
0,9878.99,23160500,97692200.0,4810.13,3323.17,8080.36,9899.93,3285.62,498.176,10806100.0,2695.11,3786.75
0,8579.26,19149200,73677300.0,4373.79,3002.36,6932.19,8605.2,2947.24,572.672,8694890.0,2355.66,3511.01
0,8856.68,19040100,78519300.0,4361.31,3486.26,7170.5,8876.86,3440.59,562.432,11849500.0,2819.54,3446.53
0,9278.54,26112900,86177500.0,5107.52,3099.97,7425.81,9281.76,3028.79,660.48,9182760.0,2401.81,4077.9
0,8716.76,25861300,76057900.0,5082.86,3229.06,7016.98,8717.31,3181.76,550.656,10133800.0,2530.62,4040.98
0,9490.66,24259400,90162800.0,4922.92,3050.24,7670.69,9501.94,2983.81,633.088,8912060.0,2444.76,3873.79
0,8981.06,23163500,80740200.0,4810.44,3405.2,7267.84,8992.88,3355.16,581.632,11268400.0,2700.89,3764.74
0,9921.97,26610700,98544100.0,5155.98,3025.72,8112.88,9937.59,2965.83,599.04,8804940.0,2357.08,4145.73
0,10255.4,21799700,105279000.0,4666.68,2867.9,8459.85,10267.3,2816.91,538.368,7942940.0,2247.01,3679.51
0,10599.0,25519700,112450000.0,5049.18,3219.91,8902.28,10608.2,3159.34,621.568,9991440.0,2498.05,3886.26
0,10704.6,24855900,114703000.0,4983.08,3299.54,9005.93,10722.2,3255.53,537.088,10609100.0,2618.08,3983.54
0,10532.7,21325000,111049000.0,4615.58,2648.89,8775.94,10547.0,2572.75,630.528,6625670.0,2059.6,3669.35
0,10556.3,22532300,111548000.0,4744.44,3040.16,8787.77,10564.0,2978.16,610.816,8878320.0,2388.44,3750.75
0,10228.5,17428700,104727000.0,4172.69,2552.22,8618.01,10239.6,2453.72,702.208,6026750.0,1957.79,3255.8
0,10508.5,26054500,110539000.0,5101.8,2719.33,8823.48,10519.8,2657.24,577.792,7067980.0,2108.03,3988.16
0,10529.5,22105000,110981000.0,4699.24,2318.86,8914.39,10541.4,2243.13,587.776,5036650.0,1796.24,3782.41
0,11038.4,20261300,121968000.0,4499.01,2675.5,9388.86,11046.2,2627.49,504.576,6910610.0,2075.21,3554.99
0,11396.8,19632000,130018000.0,4428.58,2417.01,9818.89,11403.1,2348.81,570.112,5522440.0,1904.87,3495.42
0,10329.4,18503200,106803000.0,4299.38,2258.13,8659.97,10335.2,2178.98,592.64,4752690.0,1715.91,3398.54
0,9461.7,19361100,89613400.0,4397.93,2679.77,7721.11,9468.16,2621.88,553.984,6881160.0,2115.31,3427.68
0,9625.92,21874700,92751200.0,4674.71,3076.22,7910.5,9649.8,3015.28,609.28,9101020.0,2407.3,3661.42
0,10810.9,25380000,116993000.0,5035.33,2587.22,9099.09,10812.0,2497.25,676.352,6242510.0,2005.58,3995.77
1,11724.7,30213400,137607000.0,5493.92,3399.45,10064.0,11734.0,3340.76,628.992,11171800.0,2646.96,4261.19
0,11381.5,23622100,129667000.0,4857.83,2659.54,9715.55,11386.7,2605.38,534.016,6794790.0,2076.73,3923.82
1,11492.5,34299700,132210000.0,5853.67,2619.53,9759.04,11509.0,2549.21,602.88,6504990.0,2037.21,4615.19
0,11722.7,25056300,137560000.0,5003.13,2925.6,10111.0,11736.8,2861.89,607.232,8198600.0,2312.85,3987.09
0,11636.7,22068000,135549000.0,4695.31,2692.57,10079.1,11644.9,2622.91,608.512,6886520.0,2098.82,3742.64
1,12222.4,29839900,149536000.0,5459.86,2670.45,10524.7,12236.9,2619.45,519.424,6868370.0,2099.69,4372.94
0,11798.5,23986300,139344000.0,4895.13,2669.86,10182.2,11817.3,2598.27,614.144,6757740.0,2083.38,3951.79
1,12730.5,33097200,162228000.0,5750.14,3033.93,11121.5,12733.2,2977.0,584.96,8871420.0,2362.55,4577.2
1,12530.5,28480300,157171000.0,5334.02,2534.61,10957.7,12546.7,2483.72,505.344,6175030.0,1994.99,4275.99
0,11521.7,26706800,132883000.0,5165.28,2712.69,9783.78,11534.7,2650.56,577.28,7032490.0,2135.18,4096.74
1,12060.0,34561100,145589000.0,5875.93,2581.55,10357.6,12061.2,2520.57,557.824,6359610.0,2038.09,4734.96
1,11529.2,23774900,133055000.0,4873.51,2292.69,9942.84,11529.3,2222.25,563.968,4943330.0,1777.13,3932.18
1,12072.2,27813000,145884000.0,5271.17,2317.85,10456.4,12083.0,2234.87,614.656,4999640.0,1827.37,4254.75
1,12234.5,26989300,149834000.0,5192.53,2415.02,10556.8,12238.8,2347.32,567.808,5515420.0,1837.79,4187.29
1,12737.8,32899000,162414000.0,5732.9,2529.03,11248.9,12740.2,2455.11,606.976,6033600.0,1954.12,4590.89
1,12226.7,21529100,149641000.0,4637.62,2595.07,10764.0,12229.4,2531.91,569.088,6416970.0,1997.17,3727.33
1,12230.9,25904300,149744000.0,5087.08,2671.7,10722.4,12231.9,2616.47,540.416,6852790.0,2040.35,4015.96
1,12021.3,22235600,144656000.0,4713.1,2468.08,10514.4,12024.5,2391.04,611.84,5722820.0,1900.63,3740.8
1,12275.0,34970900,150825000.0,5910.66,3127.1,10757.6,12282.4,3066.35,613.376,9411940.0,2399.33,4579.93
1,12431.2,36315300,154688000.0,6023.21,3401.64,10824.4,12439.0,3354.78,562.688,11265800.0,2667.29,4686.7
1,12614.2,26237600,159278000.0,5119.7,3945.43,11152.3,12624.0,3893.72,636.672,15176300.0,3238.64,4064.92
1,12698.6,27227300,161416000.0,5215.37,4298.54,11312.0,12701.3,4251.89,631.552,18096700.0,3424.44,4175.44
1,12354.6,29462500,152789000.0,5425.22,4728.47,10770.3,12358.1,4698.83,528.64,22101100.0,3763.11,4248.43
1,11468.2,32822000,131651000.0,5726.18,3961.08,9913.67,11481.3,3918.64,578.304,15371100.0,3121.84,4526.03
1,11128.3,27510900,123964000.0,5242.46,6703.37,9560.8,11139.4,6629.45,992.768,43993600.0,5211.51,4071.16
1,11411.2,32859600,130346000.0,5729.46,6313.97,9740.63,11416.3,6275.06,699.904,39415800.0,5094.02,4599.23
1,11714.6,29678300,137368000.0,5445.06,3016.82,10167.9,11731.9,2962.46,570.112,8784940.0,2380.77,4255.58
1,11577.9,37396800,134183000.0,6112.23,4509.08,9952.3,11578.7,4448.22,738.304,19806500.0,3616.37,4801.02
1,11760.8,41208100,138455000.0,6416.14,4182.98,10022.6,11760.9,4147.42,544.256,17218300.0,3391.94,5151.13
0,10693.0,23975900,114455000.0,4894.07,4140.18,8945.81,10695.6,4074.46,734.72,16617900.0,3056.66,3905.33
1,12058.6,30261000,145555000.0,5498.25,3597.61,10432.3,12068.5,3565.72,477.952,12727100.0,2896.81,4294.72
1,11579.0,25185200,134207000.0,5015.97,3498.48,10035.1,11589.8,3436.16,657.408,11819000.0,2800.44,3948.64
1,11262.3,29135800,126967000.0,5395.06,3579.02,9572.51,11267.1,3516.88,664.064,12380800.0,2795.94,4340.98
1,11097.8,28016900,123284000.0,5290.46,4736.3,9410.9,11103.3,4677.19,745.984,21898000.0,3858.65,4258.08
0,10253.5,25894400,105240000.0,5086.11,3896.28,8529.07,10263.2,3845.8,625.152,14805000.0,3060.91,4056.99
1,12487.3,28522600,156089000.0,5337.99,4394.59,10933.8,12487.8,4342.55,674.304,18876600.0,3476.74,4186.31
1,12890.1,29204600,166322000.0,5401.42,3887.87,11314.5,12891.1,3837.24,625.408,14739200.0,3032.16,4307.93
1,11931.3,25585100,142498000.0,5055.64,3527.84,10390.2,11935.3,3463.5,670.72,12007800.0,2758.71,3953.6
1,11562.2,23351200,133819000.0,4829.89,3206.22,10039.4,11564.3,3159.33,546.304,9991390.0,2528.77,3878.53
1,11318.6,29009800,128239000.0,5383.38,4240.48,9668.6,11320.3,4199.54,587.776,17653800.0,3261.97,4246.99
